Date,EWL,EWT,EDEN,RSX,ENZL,EWJ,PLND,GXC,EWN,TUR,EUSA,QAT,EWD,EIS,EWG,EWC,EWH,EFNL,EWQ,EWA,EWM,EWK,PGAL,EWY,EWS,EWI,EIRL,EWU,PIN,EWP,KSA,THD,GREK,EPHE,VNM,UAE,EWO,EGPT,NORW,PAK,EWZ,EPU,ARGT,EWW,EZA,IDX,GXG,NGE,ECH
2017-05-18,32.14,31.33,56.99,17.31,38.43,50.08,16.36,80.95,27.14,35.26,47.0,16.48,29.45,49.71,28.5,24.12,21.09,33.97,26.97,18.63,28.11,18.43,9.66,61.38,20.85,25.26,40.74,30.33,22.3,29.48,23.31,71.53,8.92,35.26,13.49,15.33,18.78,26.66,10.4,15.34,30.3,31.64,28.66,47.17,49.07,21.42,9.07,13.6,39.89
2017-05-19,32.61,31.73,57.73,17.47,38.8,50.49,16.83,82.18,27.44,36.36,47.31,16.86,29.93,49.92,28.8,24.56,21.11,34.66,27.33,18.8,28.44,18.72,9.94,62.6,21.07,25.67,41.25,30.63,22.43,30.19,23.34,72.29,8.98,36.02,13.68,15.47,19.33,26.78,10.66,15.32,32.34,32.28,29.29,48.36,50.39,22.5,9.27,13.5,40.44
2017-05-22,32.8,31.77,58.19,17.61,39.09,50.46,16.93,82.91,27.63,36.43,47.58,16.68,29.97,50.04,28.86,24.7,21.09,34.79,27.43,18.94,28.55,18.66,10.06,62.88,21.09,25.83,41.46,30.64,22.28,30.02,23.36,72.5,9.1,36.03,13.67,15.27,19.55,26.46,10.7,15.55,31.44,32.35,29.21,48.21,50.58,22.44,9.24,13.65,40.38
2017-05-23,32.69,31.68,58.17,17.78,39.19,50.53,16.68,82.39,27.56,36.9,47.64,16.66,30.18,49.79,28.82,24.66,21.11,35.14,27.36,18.94,28.52,18.64,10.08,62.63,21.04,25.82,41.46,30.54,21.96,30.32,23.27,72.63,9.05,35.97,13.66,15.34,19.54,26.61,10.65,15.75,32.19,32.06,29.25,48.45,51.66,22.27,9.22,13.61,40.36
2017-05-24,32.64,31.83,58.4,17.69,39.42,50.46,16.96,82.52,27.59,37.05,47.78,16.66,30.23,50.06,28.85,24.68,21.21,35.46,27.41,18.96,28.64,18.68,10.11,63.02,21.16,25.76,41.42,30.58,21.97,30.36,23.25,72.9,8.78,36.14,13.85,15.28,19.75,26.62,10.74,15.87,32.55,32.03,29.56,49.38,52.22,22.19,9.26,13.67,40.8
2017-05-25,32.67,32.01,58.34,17.39,39.46,50.59,17.11,83.45,27.62,36.68,48.0,16.69,30.21,50.08,28.8,24.59,21.27,35.41,27.38,18.9,28.74,18.64,10.15,63.68,21.15,25.64,41.66,30.55,22.2,30.42,23.04,73.18,8.76,36.23,13.98,15.28,19.74,26.58,10.6,15.85,32.33,31.97,29.8,48.95,51.81,22.25,9.22,13.75,40.87
2017-05-26,32.65,31.9,58.18,17.51,39.77,50.62,16.93,83.55,27.56,36.59,47.94,16.69,30.17,50.03,28.65,24.65,21.25,35.41,27.34,18.78,28.65,18.61,10.08,64.17,21.1,25.51,41.41,30.33,22.37,30.18,23.13,73.31,8.87,36.29,13.98,15.28,19.73,26.83,10.56,15.73,32.84,31.99,30.0,49.34,52.09,22.07,9.27,14.23,40.93
2017-05-30,32.53,31.89,58.22,17.52,39.79,50.72,16.78,83.53,27.46,36.99,47.87,16.69,30.14,49.92,28.67,24.57,21.36,35.2,27.28,18.69,28.44,18.62,10.22,63.27,20.93,25.04,41.42,30.38,22.46,30.1,23.22,73.28,8.81,36.16,14.06,15.47,19.46,27.31,10.49,15.29,32.88,31.83,29.65,48.4,50.91,22.04,9.25,14.41,40.88
2017-05-31,32.7,31.6,58.64,17.04,39.63,50.72,16.73,82.9,27.55,37.28,47.83,16.69,30.14,50.14,28.86,24.45,21.42,35.11,27.35,18.63,28.22,18.65,10.34,63.49,20.96,25.09,41.52,30.44,22.43,30.25,23.15,72.72,8.62,35.82,14.06,15.02,19.35,27.05,10.34,15.07,32.54,31.77,29.44,48.0,49.88,21.86,9.21,14.12,40.47
2017-06-01,32.83,31.93,59.31,16.91,40.04,51.18,16.74,83.91,27.77,37.49,48.38,16.45,30.37,50.41,28.98,24.63,21.65,35.72,27.59,18.59,28.43,18.82,10.45,63.51,21.12,25.42,42.14,30.65,22.56,30.3,23.18,73.02,8.91,36.57,14.22,15.37,19.54,26.99,10.43,14.47,32.28,31.66,29.95,48.46,50.76,22.12,9.32,14.53,40.95
2017-06-02,33.12,32.12,60.1,16.98,40.56,52.25,17.0,84.05,27.94,38.03,48.54,16.45,30.68,50.74,29.48,24.62,21.75,36.02,27.83,18.83,28.76,19.0,10.51,64.37,21.26,25.52,42.4,30.61,22.65,30.54,23.23,73.37,9.12,36.86,14.23,15.37,19.74,27.17,10.42,14.33,32.31,31.68,29.96,48.35,50.87,22.29,9.3,15.36,41.08
2017-06-05,32.75,32.31,59.82,16.96,40.56,52.05,16.83,84.01,27.71,37.52,48.44,14.95,30.4,50.79,29.32,24.63,21.59,35.84,27.58,18.83,28.92,18.87,10.34,64.22,21.12,25.17,42.17,30.55,22.61,30.4,23.31,73.09,9.03,37.13,14.18,15.12,19.6,27.18,10.39,14.83,31.96,31.83,29.88,49.7,51.33,22.37,9.29,16.02,41.1
2017-06-06,32.63,32.28,59.78,17.04,40.82,52.09,16.99,84.36,27.59,37.72,48.19,15.11,30.21,50.69,29.09,24.76,21.83,35.71,27.42,18.63,28.95,18.75,10.47,64.22,21.11,25.23,41.94,30.47,22.57,30.25,23.44,73.42,8.82,36.92,14.27,15.3,19.72,26.96,10.32,14.92,32.34,32.11,29.97,49.51,50.13,22.23,9.35,16.02,41.31
2017-06-07,32.52,32.24,59.38,16.74,40.69,52.07,16.97,84.6,27.73,37.18,48.21,14.99,30.33,50.77,29.11,24.47,21.79,35.96,27.47,18.63,28.91,18.73,10.47,63.58,21.08,25.22,41.9,30.49,22.64,30.41,23.31,73.18,8.73,36.99,14.26,15.46,19.79,27.22,10.22,14.89,32.42,32.11,29.82,49.66,49.77,22.24,9.31,16.06,41.14
2017-06-08,32.22,32.39,59.23,16.8,40.79,51.95,17.15,86.09,27.67,37.65,48.3,15.34,30.26,51.11,29.03,24.58,21.9,35.7,27.34,18.71,29.03,18.63,10.34,64.03,21.16,25.52,41.86,30.38,22.64,30.62,23.17,73.42,8.83,36.85,14.25,15.46,19.71,27.17,10.22,14.84,32.28,32.16,29.68,49.6,49.2,22.18,9.27,15.97,41.07
2017-06-09,32.22,31.96,59.21,16.72,40.54,51.48,17.08,84.79,27.62,37.51,48.41,15.49,30.36,51.04,29.1,24.78,21.86,35.67,27.34,18.7,28.97,18.61,10.27,63.7,21.19,25.41,41.51,30.07,22.51,30.49,23.2,72.86,8.86,36.73,14.14,15.56,19.78,27.17,10.26,14.64,31.68,32.31,29.35,49.62,49.28,21.92,9.29,16.22,41.14
2017-06-12,32.09,31.74,59.08,16.74,40.53,51.65,16.84,84.11,27.38,38.23,48.44,15.32,30.07,50.71,28.95,24.84,21.65,35.5,27.09,18.68,28.99,18.46,10.17,63.03,21.14,25.3,41.23,29.93,22.5,30.26,22.99,73.07,8.93,36.63,14.04,15.41,19.58,27.08,10.33,14.15,31.32,31.79,28.99,49.83,49.34,22.15,9.23,16.53,41.27
2017-06-13,32.34,31.91,59.94,16.8,40.86,51.93,16.94,84.42,27.54,38.29,48.73,15.31,30.4,51.22,29.15,25.0,21.83,35.94,27.34,19.09,29.03,18.62,10.29,63.88,21.32,25.5,41.68,30.11,22.55,30.46,22.98,73.92,9.16,36.64,14.14,15.41,19.71,27.16,10.39,14.25,31.42,32.04,29.1,49.95,49.52,22.35,9.27,16.77,41.57
2017-06-14,32.27,31.77,59.93,16.25,41.18,51.9,17.08,83.99,27.56,38.51,48.5,15.51,30.36,51.38,29.26,24.69,21.71,35.91,27.33,19.27,29.11,18.63,10.28,64.25,21.27,25.43,41.75,30.03,22.68,30.29,22.93,73.96,9.11,36.76,14.19,15.41,19.52,27.18,10.3,14.2,31.75,31.68,28.71,50.37,49.86,22.63,9.24,17.21,41.46
2017-06-15,32.08,31.59,58.74,16.18,41.12,51.4,16.56,83.12,27.2,38.02,48.51,15.68,29.81,50.9,28.78,24.6,21.6,35.37,26.98,19.12,29.02,18.29,10.04,63.19,21.02,25.16,41.3,29.78,22.45,29.83,23.0,73.78,9.2,36.6,14.14,15.66,19.2,27.17,10.1,14.13,31.42,30.94,28.27,50.01,48.4,22.59,9.22,17.18,41.04
2017-06-16,32.57,31.73,59.46,16.16,41.63,51.61,16.97,83.27,27.44,37.96,48.43,15.66,30.27,51.09,29.05,24.81,21.59,35.89,27.33,19.21,29.04,18.57,10.17,63.07,21.04,25.4,41.9,30.11,22.46,30.21,23.03,73.94,9.25,36.43,14.3,15.56,19.31,26.83,10.21,13.84,31.58,31.22,28.45,50.64,48.56,22.31,9.17,17.29,40.95
2017-06-19,32.74,32.22,59.98,16.26,41.86,51.77,16.93,84.85,27.61,38.12,48.83,15.48,30.44,51.86,29.26,24.89,21.87,36.17,27.48,19.28,28.97,18.59,10.21,63.44,21.12,25.38,42.08,30.16,22.53,30.31,23.75,74.24,9.31,36.37,14.52,15.59,19.46,26.82,10.22,13.74,31.74,31.32,29.03,50.39,48.56,22.43,9.19,17.21,40.95
2017-06-20,32.56,32.21,59.5,15.91,41.67,51.79,16.62,84.11,27.25,37.74,48.45,15.09,30.13,51.52,28.98,24.59,21.67,35.9,27.23,18.92,28.53,18.43,10.07,62.7,20.93,25.06,42.07,29.66,22.46,29.84,23.6,73.54,9.2,35.86,14.37,15.67,19.11,25.79,10.11,13.3,30.61,31.16,28.92,49.66,47.36,22.43,8.93,17.0,40.33
2017-06-21,32.56,32.49,59.7,15.66,41.29,51.71,16.76,84.7,27.37,37.96,48.33,14.91,30.13,51.31,28.98,24.48,21.62,35.75,27.25,18.74,28.5,18.28,10.05,62.67,20.85,25.32,41.89,29.64,22.52,29.86,25.08,73.76,9.17,35.93,14.35,15.55,19.22,26.97,10.03,13.53,30.68,31.5,28.34,49.45,47.89,22.57,8.72,16.56,39.95
2017-06-22,32.65,32.58,59.56,15.96,41.72,51.81,16.85,85.08,27.28,38.55,48.46,15.27,30.12,51.78,28.95,24.74,21.71,35.56,27.23,18.78,28.54,18.21,10.0,63.24,20.93,25.19,41.92,29.61,22.4,29.75,25.65,73.84,9.11,35.78,14.38,15.45,19.03,26.43,10.04,13.76,30.87,31.65,28.81,49.92,48.16,22.58,8.8,16.08,40.17
2017-06-23,32.78,32.71,60.0,16.25,41.7,51.78,16.93,85.32,27.39,38.4,48.55,14.87,30.32,52.11,28.96,24.84,21.65,35.68,27.33,18.91,28.65,18.25,9.98,63.79,20.9,25.22,41.72,29.7,22.39,29.7,25.87,74.16,9.25,35.78,14.4,15.5,19.02,26.36,10.1,13.72,30.81,31.84,28.69,50.34,48.97,22.66,8.8,15.83,40.43
2017-06-26,32.96,33.37,59.86,16.29,42.02,51.63,17.3,85.88,27.49,38.83,48.7,14.75,30.3,52.0,29.0,24.9,21.82,35.67,27.42,18.93,28.74,18.32,9.98,64.11,20.93,25.39,41.57,29.8,22.48,29.76,25.62,74.27,9.22,35.91,14.54,15.45,19.11,26.11,10.05,13.73,31.71,31.96,28.56,50.98,49.24,22.9,8.8,15.97,40.6
2017-06-27,33.1,33.0,59.55,16.19,41.97,51.51,17.36,85.09,27.5,38.07,48.44,14.8,30.33,51.64,29.03,25.01,21.71,35.62,27.49,18.87,28.51,18.36,10.0,63.51,20.88,25.33,41.43,29.82,22.16,30.03,25.68,73.97,9.32,35.53,14.34,15.34,19.39,26.24,10.11,13.74,31.17,31.75,28.15,50.39,48.25,22.76,8.76,15.88,40.2
2017-06-28,33.23,33.09,59.71,16.54,42.45,51.74,17.37,85.71,27.66,38.7,48.74,15.0,30.7,52.05,29.28,25.41,21.7,35.84,27.73,19.27,28.51,18.49,10.08,63.9,21.12,25.88,41.62,30.09,22.27,30.57,25.72,74.33,9.48,35.83,14.43,15.33,19.55,26.33,10.19,13.81,31.67,31.85,28.61,51.1,48.76,22.96,8.93,16.25,39.99
2017-06-29,32.82,32.73,58.96,16.26,42.13,51.22,17.23,84.61,27.28,38.22,48.38,14.96,30.53,51.78,28.81,25.24,21.61,35.32,27.25,19.3,28.22,18.24,10.02,63.13,21.26,25.48,41.52,29.94,22.1,30.17,25.57,73.42,9.39,34.71,14.34,15.13,19.54,26.29,10.16,13.84,31.54,31.68,28.28,50.38,47.66,22.62,8.85,16.37,39.85
2017-06-30,32.8,32.87,59.47,16.53,42.3,51.39,17.33,84.79,27.39,38.5,48.49,15.03,30.69,52.07,28.7,25.21,21.58,35.45,27.23,19.2,28.36,18.34,10.06,63.58,21.13,25.48,41.75,29.96,22.23,30.05,25.57,73.78,9.44,35.36,14.54,15.29,19.71,26.58,10.3,13.9,31.84,31.87,28.45,50.7,47.96,22.62,8.93,16.51,39.94
2017-07-03,32.82,32.92,59.57,16.54,42.0,51.14,17.19,85.5,27.34,38.12,48.76,14.98,30.75,52.07,28.72,25.38,21.5,35.54,27.22,19.11,28.4,18.27,10.0,63.57,21.04,25.71,41.31,29.96,22.45,30.18,25.76,74.02,9.55,35.51,14.79,15.52,19.67,26.44,10.35,13.22,32.08,31.94,28.96,50.66,48.03,22.79,8.97,16.12,40.14
2017-07-05,32.73,33.01,59.82,16.48,41.91,51.15,17.24,85.36,27.4,37.75,48.62,14.98,30.79,52.15,28.75,25.21,21.37,35.79,27.23,19.2,28.4,18.21,10.05,63.11,21.24,25.56,41.7,29.97,22.63,30.13,24.59,73.88,9.66,35.51,14.74,15.49,19.74,26.68,10.29,13.09,32.13,32.06,28.79,50.62,47.56,22.63,8.91,15.77,40.93
2017-07-06,32.46,32.51,59.47,16.43,41.78,50.78,17.22,84.38,27.36,37.34,48.05,14.95,30.79,51.53,28.62,25.11,21.23,35.7,27.16,19.02,28.23,18.19,9.92,62.39,20.95,25.75,41.45,29.83,22.5,30.14,24.34,72.88,9.76,35.33,14.71,15.45,19.87,26.52,10.29,12.99,31.6,31.82,28.56,50.26,46.96,22.4,8.93,16.02,40.65
2017-07-07,32.56,32.56,59.78,16.45,42.23,50.75,17.23,84.59,27.44,37.41,48.41,15.02,30.9,51.47,28.75,25.21,21.32,35.89,27.18,19.02,28.13,18.28,9.98,62.77,21.0,25.8,41.47,29.83,22.64,30.2,24.36,73.07,9.68,35.51,14.5,15.45,19.8,26.28,10.28,13.22,31.78,31.73,28.45,50.89,46.89,22.34,8.87,15.89,40.85
2017-07-10,32.62,32.71,59.95,16.6,41.78,50.62,17.22,85.1,27.59,37.84,48.44,15.07,31.05,51.64,28.82,25.34,21.46,36.06,27.26,19.06,28.19,18.34,10.01,63.18,21.09,25.94,41.7,29.82,23.04,30.12,24.65,73.29,9.74,35.24,14.22,15.35,19.98,25.8,10.37,13.62,32.33,31.85,28.49,51.93,46.93,22.28,8.96,15.98,41.33
2017-07-11,32.51,33.16,60.15,16.59,41.62,50.96,17.25,86.44,27.71,38.63,48.39,15.4,31.16,51.39,29.07,25.33,21.62,36.11,27.38,19.11,28.16,18.38,10.07,63.29,21.01,26.14,41.59,29.7,23.05,30.22,24.71,73.14,9.85,35.31,14.29,15.47,20.06,26.3,10.42,12.92,32.87,31.99,28.67,51.8,46.68,22.28,8.95,16.11,41.34
2017-07-12,32.9,33.52,60.5,16.98,41.86,51.32,17.59,88.1,27.82,39.48,48.72,15.67,31.55,52.29,29.25,25.71,21.8,36.41,27.57,19.19,28.4,18.5,10.16,64.41,21.1,26.31,41.76,30.03,23.36,30.32,24.9,74.04,9.87,36.3,14.41,15.57,20.1,26.19,10.63,13.0,33.85,32.33,29.26,52.66,48.55,22.72,9.12,16.26,41.94
2017-07-13,32.89,33.59,60.49,17.17,42.25,51.25,17.77,88.23,27.91,39.57,48.83,16.15,31.67,52.93,29.29,25.75,21.91,36.58,27.67,19.39,28.27,18.63,10.31,64.79,21.21,26.39,41.73,30.2,23.34,30.63,25.0,74.2,9.97,35.96,14.36,15.89,20.23,26.43,10.76,13.01,34.09,32.34,29.14,52.97,48.97,22.54,9.14,16.75,42.33
2017-07-14,33.03,33.79,61.08,17.42,42.73,51.37,17.88,89.54,28.21,40.24,49.03,15.97,31.95,52.36,29.48,25.96,22.0,36.8,27.84,19.71,28.46,18.83,10.39,66.03,21.68,26.57,42.09,30.47,23.52,30.74,25.02,74.89,10.03,36.04,14.48,16.1,20.34,26.47,10.84,13.12,34.34,32.7,29.21,53.63,50.26,22.7,9.18,16.97,42.68
2017-07-17,33.03,33.55,61.24,17.29,42.64,51.31,18.02,88.9,28.18,40.58,49.1,15.97,31.74,52.04,29.34,25.84,21.89,36.77,27.8,19.64,28.27,18.84,10.39,65.65,21.79,26.5,42.0,30.37,23.53,30.63,24.87,74.43,10.01,35.6,14.16,16.14,20.41,26.22,10.97,13.12,34.3,32.81,29.06,53.77,50.47,22.48,9.15,16.97,42.87
2017-07-18,33.15,33.67,61.74,17.27,42.85,51.58,18.23,89.37,28.23,40.59,49.02,16.02,31.07,52.24,29.23,25.95,21.91,36.73,27.79,19.7,28.31,18.84,10.5,66.06,21.78,26.59,42.06,30.37,23.54,30.56,24.69,74.45,9.99,35.85,14.18,16.22,20.55,26.04,11.03,13.46,34.62,32.98,28.72,53.83,50.5,22.46,9.17,16.96,43.21
2017-07-19,33.31,33.9,61.41,17.55,43.12,51.79,18.18,90.65,28.47,41.28,49.31,16.35,31.23,52.28,29.23,26.18,21.96,36.51,27.9,20.05,28.36,18.85,10.51,66.29,22.01,26.7,42.12,30.46,23.74,30.59,24.62,74.68,10.06,35.91,14.27,16.3,20.52,26.26,11.11,13.42,34.63,33.03,28.91,53.72,51.27,22.51,9.12,16.99,43.33
2017-07-20,33.37,33.66,62.01,17.49,42.8,51.98,18.23,90.34,28.76,40.89,49.31,16.33,31.27,51.92,29.41,26.25,22.01,36.71,28.02,20.11,28.34,19.03,10.58,66.52,21.79,26.82,42.1,30.6,23.64,30.79,24.7,74.65,10.01,35.63,14.2,16.16,20.74,26.24,11.2,13.33,34.83,32.92,29.01,53.81,51.24,22.5,9.14,17.0,43.3
2017-07-21,33.28,33.44,62.01,17.24,43.17,52.07,18.08,90.21,28.71,40.86,49.28,16.31,31.0,51.75,29.07,26.19,22.06,36.39,27.82,19.82,28.31,19.02,10.56,67.0,22.0,26.67,41.95,30.5,23.74,30.56,24.63,74.54,9.96,35.68,14.22,16.06,20.61,26.26,11.05,13.4,34.56,33.0,28.79,53.88,51.61,22.17,9.13,17.08,43.12
2017-07-24,33.2,33.73,60.93,17.1,43.1,51.97,17.91,90.62,28.67,40.45,49.28,16.49,30.82,51.67,29.01,26.21,22.16,36.13,27.74,19.83,28.42,18.91,10.48,67.18,22.03,26.81,41.42,30.33,23.93,30.62,24.73,74.9,9.97,35.93,14.16,16.11,20.54,26.22,11.09,13.44,34.69,33.01,28.77,53.75,51.67,22.42,9.08,17.39,43.08
2017-07-25,33.1,33.73,61.22,17.14,43.2,51.79,17.89,90.56,28.71,40.37,49.48,16.54,30.71,51.7,29.04,26.32,22.17,35.56,27.86,20.05,28.45,18.99,10.48,66.74,22.13,26.9,41.79,30.52,23.89,30.82,24.69,74.98,9.93,35.9,14.3,16.1,20.83,26.09,11.17,13.54,34.63,33.27,28.9,53.61,50.98,22.44,9.13,17.39,43.34
2017-07-26,33.21,33.8,61.7,17.43,43.7,51.96,18.29,91.39,28.97,40.92,49.35,16.54,30.99,51.98,29.23,26.36,22.19,36.01,28.1,20.26,28.57,19.3,10.54,67.1,22.31,27.1,41.88,30.7,24.17,31.01,24.61,75.36,9.9,36.48,14.4,16.13,21.09,26.08,11.39,13.55,34.67,33.53,28.98,54.1,51.93,22.51,9.17,17.62,43.83
2017-07-27,32.91,33.88,61.57,17.34,43.4,52.13,17.94,90.95,28.95,40.99,49.22,16.31,30.79,51.64,28.98,26.16,22.16,36.2,27.95,20.15,28.44,19.49,10.44,66.56,22.41,27.09,42.13,30.56,23.87,31.05,24.55,75.04,9.53,36.12,14.3,16.05,21.06,25.72,11.32,13.51,34.62,33.53,28.98,53.23,51.21,22.33,9.19,18.29,43.62
2017-07-28,32.86,33.69,61.92,17.23,43.3,52.28,18.27,91.53,29.0,41.13,49.25,16.32,30.98,51.61,29.1,26.29,22.26,36.13,27.93,20.03,28.48,19.38,10.42,65.29,22.22,27.09,41.87,30.53,23.98,31.24,24.59,74.84,9.72,36.16,14.35,16.11,21.16,25.78,11.41,13.47,34.87,33.61,29.01,53.28,51.76,22.41,9.25,18.35,43.56
2017-07-31,32.96,33.64,62.49,17.25,43.56,52.46,18.41,91.92,29.1,41.12,49.2,16.18,30.9,51.24,29.12,26.29,22.36,36.01,27.87,20.1,28.34,19.46,10.51,65.35,22.23,27.27,42.12,30.67,24.1,31.23,24.4,74.86,9.51,35.95,14.39,16.2,21.2,25.74,11.45,13.47,35.25,33.45,28.85,52.92,50.86,22.45,9.2,18.12,43.57
2017-08-01,33.13,33.78,62.29,17.18,43.47,52.76,18.45,92.46,29.19,40.49,49.22,16.0,31.12,51.24,29.4,26.22,22.57,36.44,27.99,20.17,28.37,19.5,10.66,65.86,22.37,27.39,42.21,30.88,24.27,31.41,23.89,74.93,9.76,35.66,14.39,16.24,21.29,25.73,11.46,13.57,35.55,33.79,28.89,52.86,50.77,22.44,9.33,18.01,43.57
2017-08-02,33.18,34.02,62.5,17.31,43.51,52.73,18.56,91.96,29.21,40.72,49.03,16.12,31.13,50.76,29.4,26.29,22.59,36.46,28.07,20.11,28.48,19.55,10.69,65.74,22.41,27.5,42.02,30.9,24.31,31.42,23.77,75.21,9.87,35.59,14.36,16.33,21.38,25.74,11.51,13.71,35.94,33.66,28.79,53.0,51.04,22.45,9.34,18.12,43.61
2017-08-03,33.2,33.92,62.21,17.26,43.58,52.87,18.45,91.91,29.25,40.74,48.98,16.14,31.02,48.3,29.3,26.16,22.68,36.58,28.19,19.95,28.53,19.62,10.65,64.39,22.44,27.71,41.99,30.91,24.26,31.52,23.87,75.03,9.87,35.61,14.32,16.41,21.5,26.21,11.45,13.7,35.84,33.82,28.68,52.99,50.47,22.33,9.33,18.47,43.68
2017-08-04,33.27,34.1,62.26,17.35,43.42,52.82,18.48,92.32,29.31,41.5,49.06,16.11,31.17,46.85,29.45,26.16,22.66,36.54,28.34,19.97,28.62,19.59,10.72,64.86,22.35,27.76,42.01,30.9,24.46,31.66,23.88,75.07,9.82,35.84,14.37,16.42,21.43,26.19,11.45,13.78,35.72,33.56,28.0,53.08,50.66,22.37,9.26,18.44,43.73
2017-08-07,33.21,34.39,62.34,17.46,43.16,52.8,18.54,93.36,29.44,42.02,49.11,16.09,31.16,46.28,29.41,26.14,22.64,36.61,28.41,20.01,28.7,19.56,10.78,65.07,22.21,27.81,41.89,30.95,24.44,31.73,24.08,74.95,9.78,36.01,14.41,16.45,21.6,26.45,11.52,13.64,36.2,33.54,27.77,53.0,51.62,22.29,9.28,19.14,44.01
2017-08-08,32.99,34.34,61.26,17.5,42.95,52.74,18.61,94.03,29.28,41.69,48.98,16.12,31.02,46.39,29.28,26.1,22.7,36.33,28.24,19.92,28.72,19.42,10.73,64.51,22.14,27.58,41.47,30.76,24.24,31.59,24.09,75.12,9.78,35.97,14.28,16.34,21.41,26.4,11.44,13.48,36.13,33.66,27.55,53.12,51.04,22.44,9.13,19.32,43.99
2017-08-09,33.06,33.99,62.5,17.5,43.04,52.42,18.47,93.78,29.17,41.37,48.81,15.93,30.99,45.9,29.14,25.96,22.78,36.29,28.09,19.87,28.55,19.37,10.75,63.26,22.05,27.61,41.34,30.79,23.9,31.46,24.24,75.01,9.75,35.62,14.13,16.22,21.28,26.2,11.49,13.42,35.76,34.14,27.33,52.69,50.67,22.46,9.11,19.36,43.64
2017-08-10,32.59,33.05,61.77,17.24,42.53,51.87,18.17,90.74,28.8,40.56,48.1,15.7,30.69,44.72,28.64,25.6,22.26,35.68,27.77,19.64,28.2,19.17,10.67,61.7,21.99,27.25,41.14,30.22,23.29,30.69,24.0,74.3,9.56,34.76,13.77,16.15,20.9,25.85,11.3,13.22,35.08,33.65,26.96,52.24,49.86,22.17,9.05,18.84,43.47
2017-08-11,32.51,33.42,62.48,17.21,42.66,51.8,18.38,90.43,28.76,40.57,48.24,15.79,30.59,45.03,28.83,25.64,22.24,35.79,27.69,19.69,28.35,19.09,10.63,61.9,22.03,27.07,41.18,30.08,23.33,30.49,24.05,74.96,9.63,34.93,13.95,16.09,20.85,25.82,11.26,13.23,35.44,33.72,27.37,52.65,49.69,22.32,9.17,18.97,43.32
2017-08-14,32.7,33.44,62.5,17.23,42.84,52.18,18.34,91.65,28.93,41.74,48.64,15.81,30.84,45.94,29.13,25.72,22.43,35.95,27.96,19.78,28.47,19.26,10.68,63.1,22.15,27.39,41.55,30.21,23.62,30.99,23.89,75.13,9.72,35.06,13.98,16.01,21.12,25.43,11.35,13.26,35.49,33.8,28.43,53.31,50.64,22.48,9.2,19.28,43.67
2017-08-15,32.67,33.32,62.46,17.29,42.58,52.11,18.18,91.4,28.93,40.83,48.5,15.64,30.86,46.11,29.1,25.64,22.31,35.92,27.98,19.73,28.35,19.26,10.65,63.4,21.95,27.46,41.8,30.11,23.59,30.98,24.04,74.91,9.73,35.0,13.97,15.96,21.13,25.33,11.3,12.82,35.85,33.69,28.31,53.33,50.46,22.47,9.15,18.79,43.81
2017-08-16,32.8,33.48,62.63,17.35,43.19,52.28,18.52,92.83,29.11,40.98,48.6,15.35,30.96,45.94,29.26,25.83,22.49,36.21,28.12,20.18,28.51,19.38,10.66,63.45,22.03,27.58,42.16,30.27,23.84,31.1,23.98,75.01,9.8,35.48,13.99,15.91,21.17,25.51,11.37,12.88,36.31,34.14,28.4,53.68,51.51,22.74,9.29,18.55,44.3
2017-08-17,32.52,33.18,61.73,17.33,42.88,51.93,18.1,91.44,28.8,40.43,48.11,15.4,30.37,45.47,28.89,25.65,22.12,35.83,27.77,19.92,28.23,19.2,10.57,62.6,21.69,27.21,41.77,29.92,23.75,30.49,23.99,74.61,9.6,35.03,13.74,15.81,20.9,25.42,11.17,12.48,35.65,33.94,28.0,52.84,50.75,22.45,9.21,18.29,44.01
2017-08-18,32.42,33.32,62.06,17.47,43.43,52.16,18.28,91.8,28.81,40.97,47.81,15.44,30.45,45.68,29.06,25.69,22.13,35.72,27.83,20.02,28.54,19.22,10.61,63.24,21.79,27.43,41.63,29.83,23.73,30.6,24.18,75.25,9.64,35.15,13.82,15.99,20.81,25.31,11.3,12.49,36.4,34.21,28.18,53.45,51.48,22.72,9.26,18.72,44.29
2017-08-21,32.57,33.44,62.39,17.4,43.47,52.04,18.41,92.89,28.77,41.89,47.85,15.45,30.43,45.91,28.96,25.73,22.21,35.74,27.83,20.0,28.51,19.25,10.59,63.23,21.8,27.51,41.7,29.91,23.45,30.68,24.26,75.4,9.69,35.18,13.78,15.98,20.72,25.28,11.31,12.31,36.14,34.62,28.13,53.89,51.66,22.65,9.3,19.14,44.62
2017-08-22,32.76,33.83,62.84,17.51,43.3,52.15,18.5,94.24,29.03,41.77,48.3,15.27,30.75,46.26,29.25,25.82,22.43,35.92,27.98,20.13,28.66,19.34,10.6,64.23,21.95,27.43,41.91,30.0,23.55,30.78,24.61,75.74,9.75,35.38,13.7,16.08,20.77,25.49,11.34,12.31,36.68,34.7,28.31,53.98,51.93,22.8,9.3,19.01,44.82
