Date,EWL,EWT,EDEN,RSX,ENZL,EWJ,PLND,GXC,EWN,TUR,EUSA,QAT,EWD,EIS,EWG,EWC,EWH,EFNL,EWQ,EWA,EWM,EWK,PGAL,EWY,EWS,EWI,EIRL,EWU,PIN,EWP,KSA,THD,GREK,EPHE,VNM,UAE,EWO,EGPT,NORW,PAK,EWZ,EPU,ARGT,EWW,EZA,IDX,GXG,NGE,ECH
2016-05-03,27.77,23.04,52.56,14.43,35.59,43.02,12.93,62.75,22.36,37.86,40.28,16.41,25.19,44.8,23.64,22.61,17.06,27.56,22.21,16.51,27.58,16.21,8.82,47.72,18.13,21.34,37.12,27.17,18.0,24.3,21.42,60.75,6.94,33.44,13.78,14.12,14.24,35.94,9.14,11.3,25.12,27.54,19.47,48.03,41.93,18.63,8.31,22.11,34.55
2016-05-04,27.41,22.72,52.33,14.13,35.44,42.64,12.76,62.16,22.14,34.77,40.06,16.03,24.87,44.41,23.34,22.18,16.93,27.4,21.96,16.25,27.45,16.03,8.83,46.82,17.81,21.25,36.89,26.75,17.91,23.92,21.42,59.82,7.15,33.34,13.42,14.17,14.07,36.02,9.09,11.44,25.51,26.79,19.42,47.27,40.36,18.33,8.11,22.24,34.43
2016-05-05,27.16,22.68,52.01,14.34,35.73,42.87,12.49,62.52,22.05,35.51,40.12,15.88,24.79,44.45,23.2,22.17,17.07,27.22,21.82,16.24,27.32,16.0,8.83,46.71,17.82,21.06,36.68,26.73,18.05,23.76,21.56,59.68,7.38,33.21,13.57,14.15,13.98,35.94,9.08,11.69,25.06,26.6,19.61,46.86,40.55,18.28,8.05,21.87,34.58
2016-05-06,27.13,22.64,52.29,14.31,35.81,43.09,12.55,62.31,22.17,35.62,40.12,15.88,24.7,43.98,23.36,22.2,16.94,27.34,21.91,16.21,27.48,16.04,8.83,46.76,17.74,21.06,36.91,26.8,18.13,23.99,21.56,59.78,7.44,33.64,13.73,14.17,13.98,36.51,9.11,11.69,25.35,27.03,19.82,47.0,40.86,18.36,7.97,21.9,34.73
2016-05-09,27.28,22.43,52.41,14.02,35.12,43.05,12.43,61.15,22.18,35.34,40.08,15.78,24.85,44.48,23.44,21.85,16.85,27.23,21.86,16.12,26.88,16.1,8.7,46.47,17.6,20.8,37.08,26.61,18.17,23.73,21.62,60.05,7.66,32.9,13.36,14.14,13.81,36.38,9.04,11.71,24.92,26.24,19.56,46.14,39.5,18.11,7.91,22.31,33.64
2016-05-10,27.57,22.7,53.1,14.32,35.43,44.14,12.36,62.09,22.41,35.44,40.33,16.21,25.02,44.79,23.69,22.25,17.12,27.04,22.12,16.48,27.15,16.16,8.74,47.25,17.64,21.1,37.29,26.85,18.33,24.02,21.92,60.6,7.8,34.63,13.42,14.24,13.91,36.82,9.13,11.88,26.28,27.05,20.05,47.14,40.44,18.46,8.05,22.65,33.88
2016-05-11,27.52,22.54,53.04,14.58,35.74,43.31,12.35,61.5,22.29,35.29,40.47,16.11,24.83,44.6,23.48,22.35,16.84,27.03,22.0,16.42,27.38,16.21,8.64,47.02,17.55,20.87,37.03,26.78,18.15,23.7,21.74,59.98,7.74,36.06,13.47,14.15,13.82,36.43,9.2,12.01,26.32,27.45,20.14,46.94,40.74,18.6,8.19,22.31,33.86
2016-05-12,27.56,22.45,53.09,14.65,35.64,43.65,12.36,61.2,22.11,35.06,40.25,16.11,24.59,44.34,23.25,22.41,16.72,26.86,21.93,16.38,27.32,16.18,8.73,46.86,17.53,20.85,36.99,26.73,18.19,23.76,21.77,60.52,7.81,35.81,13.56,14.14,13.76,36.01,9.25,11.88,26.33,26.93,20.27,47.11,40.39,18.36,8.3,22.93,33.66
2016-05-13,27.31,22.19,52.74,14.48,35.32,43.05,12.19,60.15,21.86,34.49,39.84,16.07,24.32,44.14,23.11,22.16,16.51,26.45,21.63,16.15,26.91,16.06,8.52,45.93,17.41,20.58,36.52,26.48,17.85,23.49,21.66,59.99,7.57,36.24,13.52,13.91,13.51,35.84,9.05,11.91,25.21,27.74,19.84,46.3,39.35,18.04,8.19,21.97,33.21
2016-05-16,27.51,22.5,53.16,14.77,35.61,43.65,12.56,61.63,22.13,34.3,40.22,16.16,24.77,44.06,23.27,22.49,16.72,26.9,21.85,16.41,26.95,16.25,8.67,46.28,17.55,20.78,36.92,26.83,18.15,23.82,21.88,60.75,7.65,37.1,13.76,13.93,13.64,36.13,9.21,11.89,25.38,28.05,19.76,46.62,39.23,18.11,8.12,23.17,32.86
2016-05-17,27.28,22.48,52.88,14.76,35.78,43.35,12.46,61.41,21.83,34.42,39.9,16.16,24.54,43.83,23.01,22.54,16.63,26.74,21.62,16.38,27.01,16.06,8.61,46.0,17.62,20.38,36.63,26.8,18.02,23.6,21.98,60.61,7.77,36.58,13.96,13.83,13.62,36.18,9.15,11.79,24.96,28.13,19.79,46.47,39.03,17.92,8.09,23.03,33.1
2016-05-18,27.29,22.61,52.6,14.4,35.43,43.39,12.24,60.99,21.91,34.0,39.9,16.1,24.47,43.66,23.01,22.22,16.56,26.68,21.58,16.17,26.88,15.96,8.53,45.25,17.5,20.44,36.56,27.09,17.92,23.7,22.08,60.3,7.76,36.62,13.92,13.84,13.54,36.32,9.08,11.86,24.27,27.45,19.76,45.75,38.43,17.84,7.97,22.41,32.65
2016-05-19,27.18,22.34,52.46,14.21,35.15,43.09,12.0,60.39,21.78,33.71,39.74,16.1,24.28,43.3,22.79,22.05,16.46,26.5,21.5,16.12,26.78,15.97,8.49,45.26,17.29,20.4,36.55,26.88,17.65,23.53,21.9,59.43,7.67,36.01,13.72,13.77,13.44,36.3,8.91,12.01,24.01,27.12,19.53,45.28,38.5,17.59,7.8,23.13,32.42
2016-05-20,27.4,22.7,53.04,14.2,35.38,43.39,12.08,61.14,22.02,34.02,40.06,15.97,24.63,43.53,22.98,22.18,16.69,26.86,21.75,16.19,26.81,16.07,8.52,45.46,17.48,20.54,37.06,27.0,17.7,23.71,22.02,60.01,7.95,35.68,13.73,13.82,13.48,36.18,9.09,11.96,24.36,27.12,19.76,45.71,39.39,17.8,7.86,23.31,32.67
2016-05-23,27.45,23.24,53.12,14.12,35.18,43.2,12.12,60.89,22.01,33.92,40.12,15.65,24.52,43.48,22.86,22.14,16.61,26.79,21.64,16.08,26.75,16.09,8.48,45.63,17.48,20.44,37.12,26.92,17.52,23.58,22.02,59.36,8.27,35.58,13.65,13.58,13.53,35.46,9.03,11.92,23.62,27.19,19.78,45.29,39.26,17.81,7.86,22.96,32.61
2016-05-24,27.72,23.36,53.61,14.23,35.13,43.54,12.15,62.3,22.43,35.84,40.61,15.7,24.96,44.3,23.24,22.18,16.82,27.03,22.06,16.12,26.75,16.26,8.51,45.44,17.53,20.96,37.74,27.63,17.67,24.05,21.26,59.88,8.2,36.34,13.68,13.76,13.7,36.37,9.14,11.97,23.79,26.74,19.87,45.6,39.9,17.88,7.82,23.31,32.56
2016-05-25,27.86,23.6,54.2,14.55,35.45,43.84,12.34,62.45,22.62,35.61,40.89,15.75,25.16,44.51,23.47,22.59,17.04,27.36,22.28,16.22,26.95,16.38,8.66,46.24,17.65,21.32,38.36,27.97,18.05,24.57,21.43,60.46,7.94,36.49,13.73,14.0,13.87,35.98,9.28,11.87,23.67,27.18,19.99,45.91,40.35,18.14,7.77,24.37,32.81
2016-05-26,28.06,23.76,54.39,14.56,35.45,43.8,12.44,62.61,22.77,35.44,40.92,15.75,25.36,44.49,23.68,22.7,17.05,27.75,22.47,16.28,27.11,16.54,8.71,46.26,17.7,21.36,38.25,27.88,18.3,24.47,21.43,60.8,7.97,36.34,13.47,14.04,13.96,35.75,9.39,11.76,23.89,27.17,20.17,46.22,41.25,18.3,7.79,25.29,33.07
2016-05-27,28.11,23.85,54.11,14.62,35.41,43.69,12.44,63.28,22.77,35.03,40.96,15.75,25.29,44.43,23.6,22.7,17.09,27.68,22.38,16.3,26.95,16.47,8.65,46.13,17.77,21.25,38.45,27.78,18.54,24.35,21.17,60.85,7.79,36.27,13.35,13.99,13.85,36.03,9.28,11.88,23.4,26.81,20.21,46.25,40.59,18.3,7.75,25.33,33.02
2016-05-31,27.83,23.95,54.25,14.27,35.96,44.02,12.09,64.32,22.67,35.05,41.17,15.57,25.15,44.72,23.54,22.47,17.35,27.83,22.33,16.19,26.48,16.52,8.66,46.1,17.75,21.08,38.2,27.29,18.39,24.19,21.06,61.26,7.71,36.51,13.68,13.97,13.8,35.89,9.2,11.65,23.07,26.71,20.13,45.63,40.46,18.25,7.65,23.75,32.58
2016-06-01,27.96,24.15,54.54,14.17,36.12,43.99,11.81,63.63,22.79,34.91,41.27,15.51,25.1,44.79,23.57,22.53,17.3,27.8,22.32,16.16,26.28,16.73,8.56,46.26,17.72,20.96,38.36,27.14,18.4,24.03,21.23,60.83,7.81,36.74,13.7,14.0,13.66,36.46,9.29,11.72,23.46,26.8,20.09,45.56,41.02,18.26,7.58,23.34,32.51
2016-06-02,28.05,24.22,54.33,14.23,36.16,43.61,11.89,64.04,22.83,34.68,41.37,15.51,25.16,45.4,23.6,22.59,17.43,27.86,22.37,16.04,26.38,16.75,8.58,46.78,17.79,20.91,38.1,27.25,18.61,24.17,21.36,61.77,7.71,37.15,13.77,13.87,13.75,36.46,9.24,11.83,23.98,26.88,20.37,45.16,41.69,18.5,7.7,23.75,32.63
2016-06-03,28.19,24.57,54.84,14.48,36.97,43.8,12.29,64.1,22.96,36.13,41.33,15.51,25.38,45.21,23.71,23.0,17.52,28.2,22.48,16.35,27.05,16.94,8.64,47.67,18.1,20.91,38.32,27.54,18.73,24.08,21.47,62.82,7.93,37.63,14.03,13.79,13.89,36.89,9.34,11.94,24.72,27.98,20.54,45.58,43.63,18.85,7.97,23.99,33.34
2016-06-06,28.32,24.67,54.84,14.79,36.93,44.25,12.42,64.98,22.96,36.24,41.64,15.51,25.53,45.67,23.75,23.31,17.71,28.39,22.56,16.53,27.52,17.01,8.69,48.23,18.35,21.04,38.55,27.53,18.66,24.12,21.47,63.6,7.94,38.38,13.98,14.13,13.91,36.38,9.39,12.01,24.78,28.2,20.87,45.57,43.81,19.31,8.12,23.96,33.91
2016-06-07,28.56,24.98,55.23,15.14,37.1,44.55,12.62,65.42,23.07,36.02,41.64,16.03,25.7,45.38,24.03,23.55,17.79,28.59,22.73,16.7,27.52,17.09,8.77,48.78,18.47,21.34,38.72,27.68,18.81,24.24,21.47,63.45,8.11,38.74,14.12,14.13,14.03,37.9,9.58,12.0,25.06,28.08,21.43,46.47,43.8,19.51,8.39,23.99,34.12
2016-06-08,28.62,25.16,55.1,15.38,37.23,44.81,12.81,65.28,23.07,36.47,41.81,16.03,25.79,45.24,24.05,23.57,17.74,28.79,22.73,16.8,27.68,17.18,8.84,49.16,18.62,21.48,38.87,27.75,18.91,24.24,21.56,63.64,7.99,38.93,14.35,14.41,14.08,37.78,9.68,11.98,26.32,28.09,21.52,47.32,43.97,19.46,8.49,24.03,34.41
2016-06-09,28.23,24.92,54.31,15.08,37.6,44.28,12.49,64.94,22.73,36.09,41.73,15.97,25.25,44.75,23.61,23.39,17.66,28.33,22.35,16.59,27.32,17.01,8.78,48.78,18.47,21.13,38.26,27.46,18.68,23.89,21.53,62.82,7.93,38.05,14.28,14.48,13.95,37.66,9.45,12.0,25.82,28.16,21.36,46.37,43.48,19.13,8.52,24.37,33.97
2016-06-10,27.54,24.44,52.34,14.57,37.03,43.5,12.12,63.26,21.95,34.91,41.21,15.88,24.25,44.03,22.83,23.0,17.57,27.63,21.64,16.17,26.78,16.49,8.52,47.94,17.99,20.21,37.1,26.46,18.41,22.91,21.53,61.79,7.38,37.11,14.08,14.31,13.55,37.34,9.13,12.0,24.67,27.47,20.97,44.93,41.98,18.74,8.28,23.82,33.35
2016-06-13,27.09,24.13,51.52,14.4,36.84,42.72,11.88,62.17,21.56,34.86,40.84,15.55,23.96,43.71,22.47,22.86,17.24,27.26,21.29,16.02,26.75,16.14,8.33,46.99,17.79,19.67,36.41,26.12,18.23,22.47,21.3,61.62,6.99,37.04,13.88,14.09,13.27,36.5,8.94,11.86,24.45,27.12,20.73,44.15,41.29,18.56,8.15,23.58,32.89
2016-06-14,26.81,24.26,50.18,14.27,36.16,42.53,11.68,62.37,21.23,34.65,40.71,15.63,23.68,43.68,22.21,22.57,17.12,26.88,20.8,15.88,26.65,15.83,8.05,46.61,17.75,19.33,35.69,25.51,18.26,22.04,21.55,61.98,6.91,36.71,13.88,14.27,13.06,35.84,8.81,11.88,23.96,26.85,20.79,43.58,40.37,18.59,8.05,23.13,32.85
2016-06-15,26.92,24.6,50.39,14.43,36.64,42.94,11.83,62.73,21.14,34.91,40.96,15.74,23.92,43.59,22.28,22.49,17.1,27.03,20.97,15.89,26.65,15.88,8.09,47.12,17.87,19.5,35.79,25.66,18.6,22.2,21.55,62.41,6.79,37.34,13.89,14.08,13.14,36.13,8.84,12.57,24.22,27.41,21.0,44.08,40.92,18.83,8.17,20.26,33.11
2016-06-16,27.0,24.42,50.17,14.23,36.89,42.75,11.69,62.65,21.29,34.4,40.85,15.59,23.78,43.56,22.42,22.38,16.99,27.06,21.09,15.77,26.65,15.93,8.15,46.89,17.86,19.57,35.48,25.85,18.45,22.4,21.43,61.71,6.62,37.86,13.89,13.95,13.08,37.28,8.71,12.54,24.48,27.23,20.92,44.23,40.59,18.86,8.05,18.51,33.13
2016-06-17,27.33,24.46,50.48,14.54,36.76,42.68,11.81,62.25,21.35,34.59,40.85,15.86,24.07,43.81,22.63,22.57,16.95,27.38,21.37,15.91,26.61,16.08,8.35,46.84,17.86,20.23,36.01,26.41,18.53,22.85,21.62,61.73,6.94,37.85,13.69,14.11,13.39,36.64,8.89,12.53,24.88,27.43,21.25,44.54,41.29,18.81,8.12,18.4,33.41
2016-06-20,27.63,24.91,51.46,14.85,37.0,43.65,12.06,63.22,21.84,35.51,41.35,15.91,24.77,44.13,23.18,22.88,17.22,27.93,21.89,16.31,27.01,16.39,8.55,47.97,18.23,20.71,37.17,27.47,18.57,23.33,21.45,62.01,7.28,38.26,13.88,14.33,13.55,35.13,9.07,12.4,25.49,27.79,21.48,45.31,42.58,19.16,8.28,18.88,33.86
2016-06-21,27.9,25.07,51.63,14.95,36.98,43.95,12.23,63.69,22.07,35.78,41.22,15.91,25.01,44.19,23.37,22.9,17.24,28.17,22.11,16.42,27.42,16.49,8.45,48.25,18.18,20.82,37.27,27.75,18.52,23.53,21.59,62.56,7.29,38.76,13.9,14.33,13.63,34.48,9.14,12.46,25.65,27.7,21.31,45.37,43.19,19.32,8.29,19.47,34.16
2016-06-22,27.85,24.96,51.68,14.56,36.89,43.54,12.38,64.04,22.1,35.69,41.24,16.51,25.02,44.23,23.46,22.81,17.26,28.14,22.09,16.43,27.5,16.41,8.43,48.65,18.31,20.68,37.41,27.95,18.49,23.49,22.06,62.06,7.26,38.55,13.99,14.42,13.67,34.22,9.08,12.31,25.51,27.73,21.42,45.88,43.72,19.37,8.45,19.54,34.17
2016-06-23,28.47,25.52,53.56,15.13,37.67,44.52,12.71,65.35,22.75,37.06,41.67,16.51,25.75,44.96,24.22,23.18,17.65,28.84,22.91,16.88,28.11,16.82,8.68,49.48,18.53,21.71,38.59,28.71,18.91,24.42,22.06,63.6,7.6,39.13,14.14,14.78,14.08,34.83,9.5,12.4,26.52,28.06,21.62,46.94,45.41,19.86,8.58,19.98,34.81
2016-06-24,26.49,24.08,49.52,14.22,36.2,42.68,11.5,62.18,20.58,34.05,40.1,15.54,22.93,43.17,21.85,22.34,16.87,25.93,20.31,15.97,26.72,15.48,7.79,46.3,17.6,18.46,34.19,25.28,17.95,20.44,22.06,60.62,6.35,37.21,13.48,14.2,12.62,34.6,8.6,11.93,25.4,27.28,20.6,43.81,40.87,18.59,8.24,19.84,33.03
2016-06-27,26.25,23.99,48.33,14.02,35.47,42.45,11.38,61.66,20.06,34.29,39.09,15.92,22.57,42.25,21.32,21.86,16.72,25.68,19.84,15.5,26.48,15.12,7.64,45.35,17.33,17.95,31.82,24.27,17.98,20.43,21.03,61.34,5.87,36.84,13.28,14.29,12.23,32.66,8.4,11.81,24.98,26.86,20.06,42.87,39.16,18.68,7.85,20.08,32.42
2016-06-28,26.84,24.58,49.56,14.49,36.18,43.09,11.57,63.02,20.5,35.41,39.78,16.08,23.28,42.93,21.75,22.19,16.97,26.53,20.44,15.94,27.16,15.48,7.84,46.77,17.91,18.55,32.88,25.31,18.41,21.06,21.15,62.84,6.27,37.65,13.63,14.29,12.49,33.18,8.69,11.94,26.06,27.4,20.73,44.12,40.75,19.64,8.1,19.16,33.81
2016-06-29,27.21,25.05,50.86,14.8,36.96,43.66,11.73,64.3,20.9,35.62,40.56,16.17,23.69,43.56,22.05,22.55,17.27,27.14,20.8,16.14,27.77,15.77,7.97,47.87,18.32,18.86,33.42,25.97,18.77,21.61,21.42,63.6,6.33,38.66,13.86,14.6,12.71,33.6,8.94,12.31,27.12,28.05,21.34,45.67,42.86,20.2,8.29,19.09,34.46
2016-06-30,27.74,25.23,51.84,14.78,37.34,43.28,11.86,65.24,21.38,35.82,41.06,16.17,24.2,44.16,22.37,22.68,17.55,27.73,21.21,16.42,28.08,16.14,8.07,48.24,18.63,19.36,34.0,26.67,18.82,22.07,21.37,63.4,6.62,38.43,13.89,14.43,12.91,33.79,9.12,12.34,27.57,28.46,21.58,46.63,43.89,20.29,8.31,18.47,34.69
2016-07-01,27.89,25.52,52.25,15.0,37.66,43.2,11.72,65.62,21.34,35.92,41.19,15.95,24.31,44.24,22.43,22.98,17.68,28.05,21.23,16.49,28.04,16.17,8.11,48.94,18.72,19.3,34.14,26.67,19.06,22.08,21.37,64.0,6.45,38.66,13.92,14.66,12.91,33.37,9.17,12.34,27.89,28.59,21.71,46.75,44.06,20.27,8.37,18.51,35.01
2016-07-05,27.19,25.03,50.86,14.74,37.78,43.2,11.47,64.33,20.75,35.18,40.67,15.95,23.4,43.89,21.73,22.74,17.39,26.91,20.57,16.17,27.5,15.71,7.85,48.16,18.56,18.54,32.66,26.04,18.86,21.4,21.08,63.35,6.06,38.01,13.99,14.57,12.35,33.72,8.84,12.2,26.98,28.73,21.62,45.17,42.43,20.13,8.2,18.23,34.71
2016-07-06,27.26,24.87,50.25,14.85,37.86,43.2,11.41,64.28,20.61,35.26,40.94,16.05,23.29,43.99,21.67,22.88,17.4,26.93,20.5,16.36,27.5,15.64,7.86,47.51,18.5,18.37,32.67,25.82,18.96,21.38,21.11,64.08,6.22,38.15,13.99,14.6,12.45,34.43,8.85,12.17,26.81,29.12,21.56,44.89,42.3,20.06,8.17,18.4,33.93
2016-07-07,27.19,25.0,50.48,14.55,38.36,43.24,11.41,64.17,20.58,35.14,41.36,16.05,23.27,43.84,21.51,22.66,17.36,26.93,20.36,16.24,27.47,15.54,7.89,47.88,18.51,18.04,32.66,25.68,18.89,21.24,20.43,63.57,6.13,37.71,14.18,14.61,12.44,34.56,8.85,12.17,26.52,28.92,21.4,44.81,41.84,20.03,8.12,18.03,34.43
2016-07-08,27.41,25.37,51.16,14.98,39.03,43.54,11.53,65.19,21.04,36.35,41.86,16.07,23.69,44.45,22.0,22.8,17.57,27.47,20.73,16.64,27.91,15.78,7.99,48.6,18.77,18.82,33.34,25.97,19.24,21.81,20.28,64.43,6.3,38.43,14.35,14.61,12.62,34.79,8.99,12.28,27.76,29.57,21.86,46.0,43.33,20.34,8.26,18.61,35.04
2016-07-11,27.69,25.73,51.75,15.05,38.79,44.6,11.68,65.97,21.3,36.58,42.05,16.07,24.05,44.82,22.35,22.82,17.66,27.85,21.04,16.81,27.94,15.89,8.17,48.8,18.75,18.98,33.92,26.34,19.41,22.01,21.0,64.47,6.42,38.41,14.08,14.8,12.82,35.68,9.17,12.41,28.03,30.03,21.94,46.34,44.29,20.61,8.29,18.27,34.95
2016-07-12,27.68,26.07,52.03,15.42,39.41,44.86,11.85,66.92,21.53,37.77,42.56,16.44,24.27,45.33,22.7,23.2,17.96,28.19,21.43,17.11,28.31,16.05,8.29,49.47,18.98,19.64,34.32,26.84,19.6,22.62,21.38,64.98,6.59,39.03,14.36,14.83,13.16,36.12,9.14,12.69,28.28,29.96,22.21,47.09,45.15,20.91,8.44,18.23,35.41
2016-07-13,27.78,26.02,52.16,15.32,39.06,44.78,11.76,66.48,21.61,37.66,42.43,16.58,24.43,45.67,22.74,23.27,17.92,28.62,21.54,17.09,28.38,16.1,8.25,49.52,18.98,19.53,34.45,26.79,19.53,22.63,21.41,64.98,6.68,38.87,14.68,15.17,13.06,36.38,9.18,12.68,28.67,29.51,22.19,46.76,44.64,20.96,8.42,18.06,35.5
2016-07-14,28.02,26.27,52.28,15.6,38.71,44.86,11.94,67.38,21.78,38.55,42.56,16.86,24.6,46.07,23.09,23.51,18.11,28.73,21.77,17.26,28.72,16.11,8.3,50.47,19.18,19.77,34.88,27.01,19.7,22.83,21.41,66.12,6.73,39.36,14.56,15.26,13.48,36.21,9.25,12.74,29.23,30.61,22.34,47.05,45.54,20.92,8.49,18.1,35.99
2016-07-15,27.88,26.45,51.74,15.53,38.39,44.71,11.93,67.14,21.66,37.58,42.64,16.88,24.58,46.02,23.0,23.39,18.14,28.62,21.59,17.2,28.48,16.03,8.31,50.34,19.08,19.73,34.73,26.84,19.5,22.71,21.54,66.09,6.59,39.6,14.48,15.27,13.49,36.0,9.16,12.78,29.26,30.32,22.2,46.88,45.67,20.66,8.52,17.62,35.94
2016-07-18,27.95,26.88,51.73,15.68,38.43,44.82,12.18,67.61,21.76,35.23,42.45,16.76,24.46,46.23,23.01,23.49,18.33,28.51,21.56,17.29,28.41,16.09,8.28,50.54,19.13,19.68,34.86,27.0,19.35,22.67,21.7,66.63,6.65,39.63,14.75,15.21,13.46,36.42,9.15,12.73,29.78,30.55,22.24,47.5,46.3,20.98,8.55,17.27,36.45
2016-07-19,27.73,26.65,51.73,15.33,38.26,44.52,12.08,66.67,21.68,33.44,42.54,16.76,24.41,45.89,22.75,23.32,18.26,28.45,21.37,17.06,28.11,16.02,8.26,49.98,18.87,19.52,34.74,26.7,19.34,22.53,21.38,65.92,6.65,39.43,14.57,15.07,13.37,36.01,9.13,12.77,29.89,30.39,22.07,47.13,45.85,21.08,8.48,17.48,36.4
2016-07-20,27.89,26.76,52.19,15.4,38.4,44.9,12.27,67.53,21.87,32.57,42.78,17.18,24.67,46.41,23.04,23.32,18.53,28.7,21.54,17.15,28.11,16.06,8.29,49.98,18.96,19.59,35.04,26.93,19.49,22.71,21.38,66.67,6.72,39.36,14.35,15.07,13.43,35.36,9.16,12.79,29.92,29.91,22.01,47.37,46.15,21.23,8.56,16.55,36.51
2016-07-21,27.8,26.81,51.93,15.28,38.26,44.56,12.28,67.41,21.8,31.66,42.66,17.13,24.54,46.41,23.06,23.26,18.52,28.63,21.51,17.17,27.64,15.89,8.3,49.84,18.87,19.55,34.72,26.86,19.33,22.75,21.28,66.31,6.69,39.4,14.27,15.07,13.38,35.28,9.21,12.78,29.6,30.16,21.98,47.26,46.31,20.98,8.48,16.42,36.47
2016-07-22,27.87,26.86,52.14,15.35,38.57,44.63,12.25,67.78,21.87,31.8,42.97,16.92,24.45,46.61,23.05,23.24,18.62,28.75,21.53,17.15,27.7,15.99,8.37,50.31,18.91,19.53,34.58,26.81,19.55,22.77,21.21,66.97,6.73,39.59,14.16,15.41,13.47,35.29,9.1,12.71,30.02,30.23,22.1,47.54,46.69,20.98,8.46,15.59,36.67
2016-07-25,27.89,26.49,51.91,15.09,38.8,44.48,12.35,67.29,21.92,32.8,42.86,17.07,24.52,46.62,23.15,22.94,18.57,28.86,21.54,17.2,27.57,16.05,8.33,49.75,18.68,19.39,34.47,26.84,19.6,22.67,21.05,66.48,6.67,39.25,14.05,15.23,13.44,35.43,8.96,12.68,29.62,29.86,21.75,46.46,46.46,20.86,8.22,15.59,36.37
2016-07-26,27.89,26.85,52.7,15.18,39.25,44.52,12.36,68.03,22.03,32.63,42.85,17.01,24.53,46.26,23.32,23.1,18.9,29.04,21.67,17.35,27.64,16.09,8.37,50.29,18.77,19.48,34.36,26.87,19.55,22.67,21.05,66.46,6.67,39.09,14.08,14.98,13.53,35.65,9.01,12.7,29.75,30.35,21.79,46.31,46.94,21.01,8.05,15.63,36.24
2016-07-27,27.97,26.85,52.7,15.11,39.35,44.6,12.43,67.8,22.03,33.52,42.77,17.01,24.63,46.62,23.53,23.09,18.81,29.26,21.95,17.34,27.7,16.03,8.44,50.57,18.92,19.68,34.78,27.05,19.76,23.05,20.78,66.95,6.71,39.21,14.23,14.98,13.65,37.08,9.01,12.69,29.77,31.21,21.67,46.06,47.53,21.34,8.01,15.77,36.07
2016-07-28,27.83,27.03,53.15,15.18,39.38,44.6,12.41,67.5,22.03,33.65,42.99,17.28,24.59,46.46,23.64,23.11,18.81,29.14,22.06,17.4,27.7,16.28,8.43,50.75,18.77,19.57,34.86,26.96,19.87,22.81,20.5,67.77,6.63,38.77,14.29,15.02,13.69,37.56,8.98,12.74,29.43,31.6,21.6,45.84,47.48,21.34,7.94,15.73,36.01
2016-07-29,28.27,26.99,53.6,15.29,40.36,45.39,12.32,67.28,22.24,34.2,43.06,17.28,24.8,46.44,23.86,23.36,18.73,29.2,22.21,17.63,27.8,16.55,8.61,51.56,18.72,19.96,35.29,27.07,19.95,23.21,20.5,68.44,6.88,38.87,14.43,15.02,13.81,37.28,9.08,12.76,30.37,31.63,21.86,45.99,47.94,21.51,7.99,15.42,36.25
2016-08-01,28.13,27.29,53.41,14.92,40.13,45.54,12.33,67.31,22.04,34.38,42.95,17.11,24.56,46.39,23.76,23.07,18.69,28.88,21.98,17.44,27.77,16.29,8.61,51.93,18.77,19.52,34.86,26.77,19.79,22.83,20.44,67.13,6.72,38.85,14.13,14.99,13.59,36.61,8.88,12.87,29.74,31.65,21.63,45.86,47.59,21.77,7.89,15.11,35.82
2016-08-02,28.07,27.13,53.03,14.81,40.17,44.97,12.75,66.92,21.91,34.08,42.44,17.08,24.47,45.95,23.54,23.04,18.61,28.83,21.8,17.42,27.6,16.18,8.52,51.19,18.56,19.2,34.74,27.0,19.79,22.44,20.08,66.32,6.53,38.47,13.84,14.99,13.54,36.65,8.89,12.81,29.45,31.76,21.55,45.51,46.83,21.77,7.83,15.11,35.78
2016-08-03,27.87,27.15,52.57,15.13,39.69,44.75,12.74,67.13,21.93,33.51,42.71,17.08,24.37,46.03,23.52,23.23,18.52,28.8,21.66,17.36,27.7,16.1,8.5,50.83,18.56,19.18,34.62,26.91,19.78,22.31,20.43,66.93,6.54,38.32,13.89,14.98,13.42,37.13,8.88,12.9,30.18,31.97,21.59,45.95,47.4,21.82,7.9,15.08,35.91
2016-08-04,28.03,27.22,52.76,15.38,39.97,45.39,12.81,67.45,22.0,33.94,42.71,17.08,24.57,46.44,23.53,23.25,18.52,28.72,21.73,17.44,27.77,16.17,8.51,51.07,18.58,19.21,34.56,27.01,19.72,22.48,20.47,66.94,6.55,38.75,13.76,15.07,13.47,37.61,8.97,12.76,30.84,32.15,21.9,45.92,47.98,21.88,7.94,15.18,36.03
2016-08-05,28.12,27.69,51.91,15.46,40.05,45.54,12.8,68.43,22.16,34.06,42.71,17.08,24.66,46.13,23.73,23.24,18.85,28.74,21.87,17.57,27.91,16.25,8.51,51.83,18.58,19.52,34.85,27.03,20.08,22.75,20.48,67.07,6.61,38.95,13.68,15.18,13.65,38.23,8.95,12.75,31.18,31.8,22.13,46.62,47.94,22.02,8.06,15.18,35.9
